Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
143,Transcendence,2014,Wally Pfister,Sci-Fi/Thriller,A dying artificial intelligence researcher uploads his consciousness into a quantum computer achieving god-like power and threatening humanitys future in Pfisters directorial debut.,RT 19 MC 41; $103M worldwide; Depp Freeman Hall; Pfister cinematographer-turned-director; AI consciousness; Nolan protege; ambitious misfire; technophobia narrative,"Metacritic, Rotten Tomatoes, Box Office Mojo"
144,Son of God,2014,Christopher Spencer,Drama,The life ministry crucifixion and resurrection of Jesus Christ are chronicled from birth to ascension in Spencers theatrical expansion of the television miniseries The Bible.,RT 22 MC 37; $69M domestic; Morgado as Jesus; faith-based event; Bible miniseries extension; Christian audience; Burnett Downey produced; Easter release,"Metacritic, Rotten Tomatoes, Box Office Mojo"
145,Teenage Mutant Ninja Turtles,2014,Jonathan Liebesman,Action/Comedy,Four mutated turtle brothers trained in ninjutsu emerge from the New York sewers to battle the Foot Clan and the villainous Shredder in Liebesmans CGI-heavy franchise reboot.,RT 22 MC 31; $493M worldwide; Fox Arnett; nostalgia-driven; CGI turtles divisive; Bay produced; franchise relaunch; Pizza Hut tie-ins; childhood IP exploitation,"Metacritic, Rotten Tomatoes, Box Office Mojo"
146,Transformers: Age of Extinction,2014,Michael Bay,Action/Sci-Fi,Optimus Prime leads the Autobots against new threats including human-made Transformers and a bounty hunter from Cybertron in Bays franchise-refreshing fourth installment.,RT 18 MC 32; $1.1B worldwide; Wahlberg replacing LaBeouf; Dinobots; Bay maximalism; highest-grossing 2014 film; China market dominance; spectacle over substance personified,"Metacritic, Rotten Tomatoes, Box Office Mojo"
147,Lets Be Cops,2014,Luke Greenfield,Comedy,Two struggling friends dress as police officers for a costume party then decide to continue the charade getting drawn into real criminal activity in Greenfields buddy comedy.,RT 17 MC 30; $138M worldwide; Johnson Wayans Jr; fake-cop premise; Greenfield direction; buddy comedy; summer comedy hit; impersonation escalation,"Metacritic, Rotten Tomatoes, Box Office Mojo"
148,Ride Along,2014,Tim Story,Action/Comedy,A fast-talking security guard tries to prove himself worthy of marrying his girlfriends sister by tagging along with her tough cop brother on a shift in Storys formula buddy-cop comedy.,RT 18 MC 29; $154M domestic; Hart Ice Cube; buddy-cop formula; Hart breakout vehicle; Story direction; box-office surprise; comedy franchise starter,"Metacritic, Rotten Tomatoes, Box Office Mojo"
149,Blended,2014,Frank Coraci,Comedy/Romance,Two single parents who had a disastrous blind date end up stuck together at an African resort with their respective children in Coracis Sandler-Barrymore reunion comedy.,RT 14 MC 31; $128M worldwide; Sandler Barrymore third pairing; formula comedy; resort locations; family humor; Coraci-Sandler collaboration; comfort food cinema,"Metacritic, Rotten Tomatoes, Box Office Mojo"
150,Birdman or (The Unexpected Virtue of Ignorance),2014,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
151,Comet,2014,,Sci-Fi,Featured on 2010s Sci-Fi list.,,2010s Sci-Fi
152,Corn Island,2014,,War,Featured on 2010s War list.,,2010s War
153,Far from Men,2014,,War,Featured on 2010s War list.,,2010s War
154,From What Is Before,2014,,Drama,Featured on LB Underseen list.,,LB Underseen
155,Gods,2014,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
156,Haider,2014,,Crime,Featured on LB Crime list.,,LB Crime
157,Highway,2014,,Musical,Featured on LB Musical list.,,LB Musical
158,Horse Money,2014,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
159,Jigarthanda,2014,,Crime,Featured on LB Crime list.,,LB Crime
160,Kajaki,2014,,War,Featured on LB War list.,,LB War
161,Lilting,2014,,Romance,Featured on 2010s Romance list.,,2010s Romance
162,Magical Girl,2014,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
163,Marshland,2014,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
164,My Little Pony: Equestria Girls – Rainbow Rocks,2014,,Musical,Featured on LB Musical list.,,LB Musical
165,PK,2014,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
166,Tamako Love Story,2014,,Animation,Featured on 2010s Animated list.,,2010s Animated
167,Testament of Youth,2014,,War,Featured on 2010s War list.,,2010s War
168,The Barkley Marathons: The Race That Eats Its Young,2014,,Documentary,Featured on LB Documentary list.,,LB Documentary
169,The Book of Life,2014,,Musical,Featured on LB Musical list.,,LB Musical
170,The Duke of Burgundy,2014,,Romance,Featured on 2010s Romance list.,,2010s Romance
171,The One I Love,2014,,Sci-Fi,Featured on 2010s Sci-Fi list.,,2010s Sci-Fi
172,The Salt of the Earth,2014,,Documentary,Featured on LB Documentary list.,,LB Documentary
173,The Way He Looks,2014,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
174,Theeb,2014,,War,Featured on 2010s War list.,,2010s War
175,Ulidavaru Kandanthe,2014,,Musical,Featured on LB Musical list.,,LB Musical
176,Velaiyilla Pattathari,2014,,Action,Featured on LB Action list.,,LB Action
177,Virunga,2014,,Documentary,Featured on LB Documentary list.,,LB Documentary
178,When Marnie Was There,2014,,Animation,Featured on LB Animated list.,,LB Animated
