Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
149,Piranha 3DD,2012,John Gulager,Horror/Comedy,Prehistoric piranhas invade a water park in this intentionally trashy B-movie sequel that embraces its absurdity with cameos from David Hasselhoff and Gary Busey.,RT 13 MC 18; $8M; direct-to-video quality; deliberate camp; franchise bottom; Hasselhoff self-parody; so-bad-its-good aspirations,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
150,Playing for Keeps,2012,Gabriele Muccino,Comedy/Romance,A former professional soccer star coaches his sons team and becomes entangled with the attractive mothers of his players in Muccinos formulaic romantic comedy.,RT 3 MC 28; $30M on $35M; Butler Biel Zeta-Jones Quaid; among worst-reviewed 2012; rom-com nadir; star power irrelevant; commercial failure,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
151,A Thousand Words,2012,Eddie Murphy,Comedy,A fast-talking literary agent discovers that a magical tree in his backyard loses a leaf every time he speaks and when the leaves are gone he will die.,RT 0 MC 23; $22M on $40M; Murphy nadir; shelved for years; 0% RT score; comedic genius at lowest point; Paramount dump; career low,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
152,Barfi!,2012,,Romance,Featured on 2010s Romance list.,,2010s Romance
153,Berserk: The Golden Age Arc II – The Battle for Doldrey,2012,,Animation,Featured on LB Animated list.,,LB Animated
154,Drug War,2012,,Action,Featured on 2010s Action/Adv list.,,2010s Action/Adv
155,Eega,2012,,Action,Featured on LB Action list.,,LB Action
156,Elena,2012,,Documentary,Featured on LB Documentary list.,,LB Documentary
157,Evangelion: 3.0 You Can (Not) Redo,2012,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
158,Gangs of Wasseypur – Part 1,2012,,Action,Featured on LB Action list.,,LB Action
159,Helter Skelter,2012,,Horror,Featured on LB Horror list.,,LB Horror
160,In the House,2012,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
161,Kahaani,2012,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
162,Lore,2012,,War,Featured on LB War list.,,LB War
163,Neighboring Sounds,2012,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
164,One Piece Film: Z,2012,,Animation,Featured on 2010s Animated list.,,2010s Animated
165,Pizza,2012,,Horror,Featured on LB Horror list.,,LB Horror
166,Puella Magi Madoka Magica the Movie Part I: Beginnings,2012,,Animation,Featured on 2010s Animated list.,,2010s Animated
167,Puella Magi Madoka Magica the Movie Part II: Eternal,2012,,Animation,Featured on 2010s Animated list.,,2010s Animated
168,The Broken Circle Breakdown,2012,,Romance,Featured on 2010s Romance list.,,2010s Romance
169,The Central Park Five,2012,,Documentary,Featured on LB Documentary list.,,LB Documentary
170,The Patience Stone,2012,,War,Featured on 2010s War list.,,2010s War
171,Thuppakki,2012,,Action,Featured on LB Action list.,,LB Action
172,Twice Born,2012,,War,Featured on LB War list.,,LB War
173,Wolf Children,2012,,Animation,Featured on LB Animated list.,,LB Animated
