Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
131,Hotel Transylvania 3: Summer Vacation,2018,Genndy Tartakovsky,Animation/Comedy,Dracula and his monster friends embark on a luxury cruise where the Count falls for the mysterious captain who harbors a deadly secret in Tartakovskys energetic animated franchise continuation.,RT 60 MC 55; $528M worldwide; Sandler; Tartakovsky animation; franchise reliable; summer family hit; global audience; cruise ship setting; DJ battle climax; Macarena; Sony Animation consistent performer,"Metacritic, Rotten Tomatoes, Box Office Mojo"
132,White Boy Rick,2018,Yann Demange,Crime/Drama,The true story of a teenage FBI informant in 1980s Detroit who becomes a drug kingpin in Demanges gritty street-level true-crime drama.,RT 58 MC 56; Merritt McConaughey; Detroit 1980s; Wershe true story; Demange 71 follow-up; teen informant; FBI exploitation; crack era; McConaughey supporting; Merritt debut; Detroit crime,"Metacritic, Rotten Tomatoes"
133,Unfriended: Dark Web,2018,Stephen Susco,Horror/Thriller,A young man discovers the laptop he recently acquired may have been stolen from a member of a dangerous online criminal ring in Suscos screen-life horror sequel.,RT 59 MC 53; screen-life horror; dark web; Susco; internet thriller genre; found footage evolution; desktop horror; low budget effective scares; darker than original; Blumhouse,"Metacritic, Rotten Tomatoes"
134,Tag,2018,Jeff Tomsic,Comedy,A group of former classmates organize an elaborate annual game of tag that has been going on for decades based on an incredible true story.,RT 55 MC 56; Renner Helms Hamm; true story WSJ article; Tomsic debut; competitive tag; ensemble comedy,"Metacritic, Rotten Tomatoes"
135,Tomb Raider,2018,Roar Uthaug,Action/Adventure,Lara Croft searches for her missing father on a mythical island off the coast of Japan in Uthaugs energetic reboot that reinvented the character as a scrappy survivalist.,RT 52 MC 48; $274M worldwide; Vikander physically committed; reboot; Uthaug Norwegian director; video game adaptation; Vikander stunts; origin story; franchise attempt; island adventure,"Metacritic, Rotten Tomatoes, Box Office Mojo"
136,Red Sparrow,2018,Francis Lawrence,Thriller/Spy,A Russian ballerina is forced to become a sparrow an intelligence operative trained to use her body as a weapon in Lawrences cold provocative spy thriller.,RT 46 MC 53; $151M worldwide; Lawrence; Russian intelligence; honey-trap espionage; Jennifer Lawrence dramatic; Lawrence graphic content; Cold War spy craft; Le Carre atmosphere; divisive; Schoenaerts,"Metacritic, Rotten Tomatoes, Box Office Mojo"
137,Skyscraper,2018,Rawson Marshall Thurber,Action/Thriller,A former FBI agent must rescue his family from the worlds tallest building after it is set ablaze by criminals in Thurbers Die Hard homage elevated by Johnsons star power.,RT 48 MC 51; $304M worldwide; Johnson; Hong Kong setting; Die Hard in a skyscraper; Johnson one-legged hero; duct tape; Thurber spectacle; practical stunt commitment; global box office; Johnson reliable,"Metacritic, Rotten Tomatoes, Box Office Mojo"
138,Jurassic World: Fallen Kingdom,2018,J.A. Bayona,Sci-Fi/Action,Owen and Claire return to Isla Nublar to rescue the remaining dinosaurs from a volcanic eruption but discover a conspiracy that could threaten all life on Earth in Bayonas franchise sequel.,RT 47 MC 51; $1.31B worldwide; Pratt Howard; Bayona gothic horror influence; Indoraptor; volcano evacuation; mansion sequence; franchise division; Bayona visual flair; global blockbuster despite mixed reviews,"Metacritic, Rotten Tomatoes, Box Office Mojo"
139,Rampage,2018,Brad Peyton,Action/Adventure,A primatologist and his gorilla companion must work together to stop genetically mutated monsters from destroying Chicago in Peytons big dumb fun video-game adaptation.,RT 51 MC 45; $428M worldwide; Johnson; video game adaptation; giant monsters; Dwayne Johnson blockbuster formula; Chicago destruction; CGI spectacle; pure popcorn; Johnson star power carried,"Metacritic, Rotten Tomatoes, Box Office Mojo"
140,The Meg,2018,Jon Turteltaub,Action/Thriller,A deep-sea submersible is attacked by a massive creature thought to be extinct and a former naval captain must confront his fears to save the crew in Turteltaubs shark spectacle.,RT 46 MC 46; $530M worldwide; Statham; megalodon; Statham vs giant shark; Chinese co-production; B-movie fun; Turteltaub popcorn; summer creature feature; enormous international gross; self-aware absurdity,"Metacritic, Rotten Tomatoes, Box Office Mojo"
141,Maze Runner: The Death Cure,2018,Wes Ball,Sci-Fi/Action,Thomas leads his group of escaped Gladers on their final mission to rescue their friends from a powerful organization in Balls franchise conclusion filmed after lead actors serious on-set injury.,RT 43 MC 49; $288M worldwide; OBrien; Balls trilogy complete; YA franchise finale; OBrien injury delayed production 1 year; franchise concluded; dystopian action; fans satisfied; modest commercial success,"Metacritic, Rotten Tomatoes, Box Office Mojo"
142,Fantastic Beasts: The Crimes of Grindelwald,2018,David Yates,Fantasy/Adventure,Newt Scamander joins forces with a young Albus Dumbledore to stop the dark wizard Grindelwald from dividing the wizarding and No-Maj worlds in Yates convoluted franchise sequel.,RT 36 MC 52; $655M worldwide; Redmayne Law Depp; franchise downturn; confusing plot; Depp casting controversy; Rowling screenplay problems; fan disappointment; Nagini controversy; franchise at crossroads,"Metacritic, Rotten Tomatoes, Box Office Mojo"
143,Pacific Rim: Uprising,2018,Steven S. DeKnight,Sci-Fi/Action,Jake Pentecost the son of Stacker Pentecost reunites with an old rival to lead a new generation of Jaeger pilots in a battle against a new Kaiju threat.,RT 43 MC 44; $290M worldwide; Boyega; sequel; del Toro not directing; Boyega star power; DeKnight TV director; franchise continuation; Chinese co-production; less distinctive than original; giant robot sequel,"Metacritic, Rotten Tomatoes, Box Office Mojo"
144,The Predator,2018,Shane Black,Sci-Fi/Horror,When a young boy accidentally triggers the return of the most lethal hunters in the universe only a ragtag crew of ex-soldiers and an evolutionary biologist can prevent the end of the human race.,RT 33 MC 49; $160M worldwide; Holbrook Munn; Black Predator (1987) actor; franchise revival failed; reshoots obvious; tonal mess; Black wrote original; Predator dogs; critical and commercial disappointment,"Metacritic, Rotten Tomatoes, Box Office Mojo"
145,Mortal Engines,2018,Christian Rivers,Sci-Fi/Action,In a post-apocalyptic world where cities are mobile and consume smaller settlements a young woman with a scarred face leads a rebellion against the predator city of London.,RT 26 MC 44; $84M worldwide on $100M+ (massive loss); Jackson produced; Rivers debut; Hugo novel; steampunk world; mobile cities concept; visual ambition; narrative weakness; box office bomb; franchise killed,"Metacritic, Rotten Tomatoes, Box Office Mojo"
146,An Elephant Sitting Still,2018,,Drama,Featured on LB Top 500 list.,,LB Top 500
147,The Wolf House,2018,,Drama,Featured on LB Top 500 list.,,LB Top 500
148,Vada Chennai,2018,,Drama,Featured on LB Top 500 list.,,LB Top 500
149,Venom,2018,Ruben Fleischer,Action/Sci-Fi,A journalist bonds with an alien symbiote that gives him superhuman abilities and a very loud inner voice in Fleischers chaotic crowd-pleasing anti-hero origin story.,RT 30 MC 35; $856M worldwide despite reviews; Hardy dual performance; lobster tank; we are Venom; Hardy vs Hardy; audience vs critics disconnect; Sony Marvel; Fleischer uneven; franchise launched; so bad its fun,"Metacritic, Rotten Tomatoes, Box Office Mojo"
150,Josie,2018,Eric England,Thriller/Drama,A mysterious young woman disrupts a quiet Southern town and entangles a lonely security guard in a dangerous web in Englands sultry small-town noir.,RT 63; Sophie Turner; Southern noir; England indie; moody atmosphere,Rotten Tomatoes
151,Robin Hood,2018,Otto Bathurst,Action/Adventure,A war-hardened Crusader leads a revolt against the corrupt English crown in Bathursts anachronistic action-heavy reimagining of the legendary outlaw.,RT 14 MC 32; $86M worldwide on $100M (major loss); Egerton Foxx Mendelsohn; franchise ambition failed; anachronistic style; critical disaster; box office bomb; Bathurst debut; parkour arrows; generic blockbuster,"Metacritic, Rotten Tomatoes, Box Office Mojo"
152,A Twelve-Year Night,2018,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
153,All About Me,2018,,Comedy,Featured on 2010s Comedy list.,,2010s Comedy
154,Andhadhun,2018,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
155,Aniara,2018,,Sci-Fi,Featured on 2010s Sci-Fi list.,,2010s Sci-Fi
156,Bad Seeds,2018,,Comedy,Featured on 2010s Comedy list.,,2010s Comedy
157,Be with You,2018,,Romance,Featured on 2010s Romance list.,,2010s Romance
158,Benjamin,2018,,Romance,Featured on 2010s Romance list.,,2010s Romance
159,C/o Kancharapalem,2018,,Drama,Featured on LB Underseen list.,,LB Underseen
160,Dear Ex,2018,,Comedy,Featured on 2010s Comedy list.,,2010s Comedy
161,Dirty Computer,2018,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
162,Dominion,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
163,Dragon Ball Super: Broly,2018,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
164,Goyo: The Boy General,2018,,Action,Featured on 2010s Action/Adv list.,,2010s Action/Adv
165,Hotel Mumbai,2018,,Action,Featured on 2010s Action/Adv list.,,2010s Action/Adv
166,I Do Not Care If We Go Down in History as Barbarians,2018,,Comedy,Featured on 2010s Comedy list.,,2010s Comedy
167,I Want to Eat Your Pancreas,2018,,Animation,Featured on LB Animated list.,,LB Animated
168,Jane Fonda in Five Acts,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
169,La Flor,2018,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
170,Liz and the Blue Bird,2018,,Animation,Featured on LB Animated list.,,LB Animated
171,Love for Sale,2018,,Romance,Featured on 2010s Romance list.,,2010s Romance
172,Loveling,2018,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
173,Mahanati,2018,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
174,Maquia: When the Promised Flower Blooms,2018,,Animation,Featured on LB Animated list.,,LB Animated
175,Matangi / Maya / M.I.A.,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
176,Mirai,2018,,Animation,Featured on 2010s Animated list.,,2010s Animated
177,My Hero Academia: Two Heroes,2018,,Animation,Featured on 2010s Animated list.,,2010s Animated
178,October,2018,,Romance,Featured on 2010s Romance list.,,2010s Romance
179,On My Skin,2018,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
180,Pariyerum Perumal,2018,,Drama,Featured on LB Underseen list.,,LB Underseen
181,Penguin Highway,2018,,Animation,Featured on 2010s Animated list.,,2010s Animated
182,Raazi,2018,,Action,Featured on 2010s Action/Adv list.,,2010s Action/Adv
183,Robin Williams: Come Inside My Mind,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
184,"Ruben Brandt, Collector",2018,,Action,Featured on LB Action list.,,LB Action
185,Season of the Devil,2018,,Musical,Featured on LB Musical list.,,LB Musical
186,Shakedown,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
187,Shirkers,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
188,Swing Kids,2018,,War,Featured on LB War list.,,LB War
189,The Realm,2018,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
190,The Silence of Others,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
191,The Wild Pear Tree,2018,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
192,They Shall Not Grow Old,2018,,Documentary,Featured on LB Documentary list.,,LB Documentary
193,To All the Boys I've Loved Before,2018,,Drama,Featured on LB Most Fans list.,,LB Most Fans
194,Tumbbad,2018,,Horror,Featured on LB Horror list.,,LB Horror
195,Us and Them,2018,,Romance,Featured on 2010s Romance list.,,2010s Romance
196,Woman at War,2018,,Comedy,Featured on 2010s Comedy list.,,2010s Comedy
