Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
149,The Strangers: Chapter 1,2024,Renny Harlin,Horror,A couple on a road trip is terrorized by three masked strangers at a remote Airbnb in Harlins franchise reboot.,$48M worldwide; RT 14 MC 25; Madelaine Petsch Froy Gutierrez; Harlin; franchise reboot; Oregon; critically savaged; Lionsgate,"Metacritic, Rotten Tomatoes, Box Office Mojo"
150,Madame Web,2024,S.J. Clarkson,Action/Sci-Fi,A paramedic in Manhattan discovers she may have clairvoyant powers linked to a spider in Sonys critically reviled Marvel-adjacent superhero film.,$100M on $80M budget (loss); RT 11 MC 24; Dakota Johnson Sydney Sweeney; Clarkson; Sony SSU; critically savaged; meme generator; worst-reviewed superhero film,"Metacritic, Rotten Tomatoes, Box Office Mojo"
151,18x2 Beyond Youthful Days,2024,,Drama,Featured on LB 2020s list.,,LB 2020s
152,Aavesham,2024,,Action,Featured on LB Action list.,,LB Action
153,Beating Hearts,2024,,Drama,Featured on LB 2020s list.,,LB 2020s
154,Billy & Molly: An Otter Love Story,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
155,Boys Go to Jupiter,2024,,Musical,Featured on LB Musical list.,,LB Musical
156,Bramayugam,2024,,Horror,Featured on LB Horror list.,,LB Horror
157,Dead Talents Society,2024,,Horror,Featured on LB Horror list.,,LB Horror
158,Drawing Closer,2024,,Drama,Featured on LB 2020s list.,,LB 2020s
159,Dìdi (弟弟),2024,,Drama,Featured on LB 2020s list.,,LB 2020s
160,Escape from the 21st Century,2024,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
161,Happyend,2024,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
162,Hayao Miyazaki and the Heron,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
163,It's What's Inside,2024,,Drama,Featured on LB 2020s list.,,LB 2020s
164,Kishkindha Kaandam,2024,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
165,Made in England: The Films of Powell and Pressburger,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
166,Maharaja,2024,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
167,Mononoke the Movie: The Phantom in the Rain,2024,,Animation,Featured on LB Animated list.,,LB Animated
168,Music by John Williams,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
169,Number 24,2024,,War,Featured on LB War list.,,LB War
170,Queens of Drama,2024,,Musical,Featured on LB Musical list.,,LB Musical
171,Soundtrack to a Coup d'Etat,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
172,Superboys of Malegaon,2024,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
173,The Colors Within,2024,,Animation,Featured on LB Animated list.,,LB Animated
174,The Flamenco Guitar of Yerai Cortés,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
175,The Most Precious of Cargoes,2024,,Animation,Featured on LB Animated list.,,LB Animated
176,The Remarkable Life of Ibelin,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
177,U Are the Universe,2024,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
178,Ultraman: Rising,2024,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
179,Will & Harper,2024,,Documentary,Featured on LB Documentary list.,,LB Documentary
180,Young Hearts,2024,,Drama,Featured on LB 2020s list.,,LB 2020s
181,Young Woman and the Sea,2024,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
182,Kalki 2898 AD,2024,Nag Ashwin,Sci-Fi/Action,A mythological warrior emerges in a dystopian future India in Ashwins spectacular Telugu-language science fiction epic.,$126M worldwide; Prabhas Deepika Padukone Amitabh Bachchan; Telugu blockbuster; Indian sci-fi spectacle; Hindu mythology meets cyberpunk; massive Indian phenomenon,"Metacritic, Rotten Tomatoes, Box Office Mojo"
183,The Roundup: Punishment,2024,Heo Myeong-haeng,Action/Crime,Detective Ma Seok-do takes on a new criminal enterprise in this massively popular Korean action franchise fourth installment.,$80M worldwide; Don Lee (Ma Dong-seok); Korean franchise juggernaut; domestic #1; action comedy; Korean box office king,"Metacritic, Rotten Tomatoes, Box Office Mojo"
