Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources
146,Little Fockers,2010,Paul Weitz,Comedy,Greg Focker must prove himself to his still-suspicious father-in-law at the twins fifth birthday in this tired franchise finale.,RT 9 MC 27; $311M on $100M; 3.1x return; Stiller De Niro Hoffman Streisand; franchise exhaustion; critics savaged; audiences still came; lowest-reviewed hit of 2010,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
147,Saw 3D,2010,Kevin Greutert,Horror,Jigsaws final game tests a fraud survivor while the detective storyline reaches its conclusion in the seventh and supposedly final entry.,RT 9 MC 24; $136M on $20M; 6.8x return; franchise conclusion (temporarily); 3D gimmick; horror franchise economics; 7 films 7 Octobers; Tobin Bell farewell (temporarily),"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
148,The Bounty Hunter,2010,Andy Tennant,Action/Comedy,A bounty hunter discovers his latest bail-jumper is his ex-wife in Tennants lazy formulaic rom-com action hybrid.,RT 6 MC 22; $136M on $40M; 3.4x return; Butler Aniston; critics savaged; audiences responded to star chemistry; internationally strong; lowest-reviewed $100M film,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
149,The Last Airbender,2010,M. Night Shyamalan,Fantasy/Action,A young Avatar who can manipulate all four elements must stop the Fire Nation from conquering the world in Shyamalans disastrous whitewashed adaptation.,Razzies Worst Picture; RT 5 MC 20; $320M on $150M; 2.1x return; whitewashing backlash; Shyamalans nadir; franchise killed; worst blockbuster of the decade debate,"Metacritic, Rotten Tomatoes, Box Office Mojo, The Numbers"
150,A Little Thing Called Love,2010,,Romance,Featured on 2010s Romance list.,,2010s Romance
151,Aayirathil Oruvan,2010,,Action,Featured on LB Action list.,,LB Action
152,Bedevilled,2010,,Horror,Featured on LB Horror list.,,LB Horror
153,Bleak Night,2010,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
154,Boy,2010,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
155,Cold Fish,2010,,Horror,Featured on LB Horror list.,,LB Horror
156,Colorful,2010,,Animation,Featured on LB Animated list.,,LB Animated
157,Confessions,2010,,Mystery/Thriller,Featured on LB Mystery list.,,LB Mystery
158,El Infierno,2010,,Action,Featured on LB Action list.,,LB Action
159,Flipped,2010,,Drama,Featured on LB Most Fans list.,,LB Most Fans
160,Gintama: The Movie,2010,,Sci-Fi,Featured on LB Sci-Fi list.,,LB Sci-Fi
161,Ha Ha Ha,2010,,Romance,Featured on 2010s Romance list.,,2010s Romance
162,King of Devil's Island,2010,,Action,Featured on 2010s Action/Adv list.,,2010s Action/Adv
163,Let the Bullets Fly,2010,,Action,Featured on 2010s Action/Adv list.,,2010s Action/Adv
164,Mysteries of Lisbon,2010,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
165,Nostalgia for the Light,2010,,Documentary,Featured on LB Documentary list.,,LB Documentary
166,Temple Grandin,2010,,Biography/Drama,Featured on LB Biographical list.,,LB Biographical
167,The Man from Nowhere,2010,,Action,Featured on LB Action list.,,LB Action
168,The Round Up,2010,,War,Featured on LB War list.,,LB War
169,The Secret World of Arrietty,2010,,Animation,Featured on LB Animated list.,,LB Animated
170,Time of EVE: The Movie,2010,,Animation,Featured on 2010s Animated list.,,2010s Animated
171,Trigun: Badlands Rumble,2010,,Animation,Featured on 2010s Animated list.,,2010s Animated
172,Udaan,2010,,Drama,Featured on 2010s Narrative list.,,2010s Narrative
