Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp,RankOverride
156,Falcon Lake,2022,Charlotte Le Bon,Mystery/Thriller,A French-Canadian coming-of-age film about Bastian - a teenage boy at a lakeside summer retreat - whose consuming infatuation with an older girl unfolds against local ghost stories and the unease of adolescence.,,LB Mystery,,,,,
158,Incantation,2022,Kevin Ko,Drama,A Taiwanese found footage horror about Li Ronan - a mother who must lift a deadly religious curse she unknowingly triggered years earlier - before it claims her young daughter's life.,,LB 2020s,,,,,
159,"Love, Deutschmarks and Death",2022,Cem Kaya,Documentary,A documentary unearthing the vibrant underground music made by Turkish migrants in Germany from the 1960s onward - a story of exile - longing and cultural identity buried in rare and forgotten recordings.,,LB Documentary,,,,,
160,No Dogs or Italians Allowed,2022,Alain Ughetto,Animation,An animated memoir about the director's Italian grandfather who emigrated to France at the turn of the 20th century - retelling a family history of hardship and survival with wit and tenderness.,,LB Animated,,,,,
161,Purple Hearts,2022,Elizabeth Allen Rosenbaum,Drama,A Netflix romance about Cassie - a struggling musician with diabetes - and Luke - a Marine with mounting debts - who enter a marriage of convenience that slowly becomes something neither of them planned for.,,LB 2020s,,,,,
162,Riceboy Sleeps,2022,Anthony Shim,Drama,A drama about a Korean single mother and her son navigating grief - racism and the pressures of assimilation in 1990s Canada - as the boy grows into a teenager caught between two identities.,,LB Underseen,,,,,
163,Simone: Woman of the Century,2022,Olivier Dahan,Biography/Drama,A biographical drama tracing the life of Simone Veil - from Auschwitz survivor to French Health Minister - who became the champion of legalising abortion and a defining conscience of modern Europe.,,LB Biographical,,,,,
164,Sita Ramam,2022,Hanu Raghavapudi,Musical,A Telugu musical romance about Ram - an orphaned soldier who sends love letters to a mysterious woman named Sita - triggering a sweeping and dangerous cross-border love story set in 1960s India.,,LB Musical,,,,,
165,The Fire Within: A Requiem for Katia and Maurice Krafft,2022,Werner Herzog,Documentary,A documentary assembled from the Kraffts' own astonishing footage - a requiem for the volcano-obsessed couple who died in an eruption they spent their entire lives chasing and celebrating.,,LB Documentary,,,,,
166,The Last 10 Years,2022,Michihito Fujii,Drama,A Japanese drama about Matsuri - a young woman who has given up on love - and Kazuto - a man living with a terminal diagnosis - who fall for each other knowing their time together is finite.,,LB 2020s,,,,,
167,Thiruchitrambalam,2022,Mithran R. Jawahar,Musical,A Tamil comedy-drama about Thiruchitrambalam - an easygoing food delivery worker with a chaotic family life - who must reckon honestly with his feelings for the three most important women around him.,,LB Musical,,,,,
168,This Much I Know to Be True,2022,Andrew Dominik,Documentary,A documentary capturing Nick Cave and Warren Ellis as they rehearse and perform music from their recent albums - an intimate portrait of a rare creative partnership shaped by loss - grief and transcendence.,,LB Documentary,,,,,
169,Trenque Lauquen,2022,Laura Citarella,Mystery/Thriller,A four-hour Argentinian mystery about Laura - a botanist who disappears in the Pampas - as two men search for her and peel back layers of her secret life - hidden affairs and the strange lore of the town.,,LB Mystery,,,,,
170,Unicorn Wars,2022,Alberto Vázquez,War,A darkly comic Spanish animated war film in which a squad of teddy bear soldiers are sent to exterminate the last unicorns in a magical forest - descending into savagery - religion and fratricidal obsession.,,LB War,,,,,
171,Vikram,2022,Lokesh Kanagaraj,Musical,A Tamil action thriller about a covert black ops unit investigating a series of murders by masked vigilantes - pulling them into a sprawling criminal conspiracy built around an ultra-potent narcotic.,,LB Musical,,,,,
172,You Won't Be Alone,2022,Goran Stolevski,Horror,A lyrical North Macedonian horror set in the 19th century about a mute young woman transformed into a shapeshifting witch - who inhabits different human lives in a primal search for belonging.,,LB Horror,,,,,
173,Buried in Barstow,2022,Howard Deutch,Action/Thriller,A tough Mojave Desert diner owner concealing a past as a professional assassin is forced to return to violence when her dangerous former world catches up with her in this slick Lifetime thriller.,Lifetime/Peacock; Angie Harmon star vehicle; Deutch director; Mojave Desert setting; former-assassin genre; sequel Road to Vengeance followed same year; strong female action lead; cult Lifetime following; must-have list,"Lifetime, Rotten Tomatoes",,1,,,
