Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp,RankOverride
141,Terminator Genisys,2015,Alan Taylor,Sci-Fi/Action,Kyle Reese is sent back in time to protect Sarah Connor but discovers the timeline has been altered and must ally with an aging Terminator to save the future.,RT 26 MC 38; $440M worldwide; Schwarzenegger Clarke Courtney; timeline reset; franchise fatigue; Schwarzenegger nostalgia; commercial disappointment domestic; international rescue,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,2,2026-04-02T07:24:21.551Z,
142,Daddy's Home,2015,Sean Anders,Comedy,A mild-mannered stepfather finds his authority challenged when the childrens biological father returns in Anders broad family comedy vehicle for Ferrell and Wahlberg.,RT 30 MC 34; $242M worldwide; Ferrell Wahlberg; step-parenting comedy; family dynamics; broad humor; commercial success; holiday counter-programming,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
143,Get Hard,2015,Etan Cohen,Comedy,A millionaire convicted of fraud hires a carwash attendant to prepare him for prison life in Cohens broad buddy comedy built on racial stereotype humor.,RT 29 MC 34; $117M worldwide; Ferrell Hart; prison prep comedy; racial comedy; Cohen directorial debut; broad humor; commercial success despite reviews,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
144,Pan,2015,Joe Wright,Fantasy/Adventure,A young orphan is whisked away to Neverland where he discovers his destiny as the one who will save the magical world from the pirate Blackbeard in Wrights divisive origin story.,RT 26 MC 36; $128M on $150M budget; Jackman Miller; Wright swing-for-the-fences; Peter Pan origin; spectacular failure; production design impressive; box-office bomb,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
145,The Last Witch Hunter,2015,Breck Eisner,Fantasy/Action,An immortal witch hunter must save New York from a plague by confronting the resurrected Queen Witch in Eisners dark fantasy action vehicle for Vin Diesel.,RT 17 MC 34; $146M worldwide; Diesel; fantasy action; witch mythology; Eisner direction; Diesel star vehicle; dark fantasy; franchise attempt,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
146,Pixels,2015,Chris Columbus,Action/Comedy,When aliens misinterpret video transmissions of classic arcade games as a declaration of war they attack Earth using the games as models and only old-school gamers can save humanity.,RT 18 MC 27; $244M on $88M budget; Sandler James Dinklage; Columbus direction; arcade nostalgia wasted; Sandler decline; concept better than execution,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
147,Alvin and the Chipmunks: The Road Chip,2015,Walt Becker,Animation/Comedy,The Chipmunks race across the country to stop Dave from proposing to his girlfriend believing they will be abandoned in Beckers franchise continuation.,RT 16 MC 22; $234M worldwide; franchise fatigue; family IP; Becker direction; CGI chipmunks; holiday release; lowest RT of chipmunk franchise,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
148,Fantastic Four,2015,Josh Trank,Superhero/Action,Four young outsiders gain extraordinary powers after teleporting to an alternate universe and must use them to save Earth from a former friend turned enemy.,RT 9 MC 27; $167M worldwide on $120M budget; Trank troubled production; Jordan Bell Mara Jordan; chronicle of franchise disaster; studio interference; cautionary tale,"Metacritic, Rotten Tomatoes, Box Office Mojo",,,,,
149,April and the Extraordinary World,2015,"Christian Desmares, Franck Ekinci",Sci-Fi,"Set in an alternate 1941 where scientists have been mysteriously disappearing since 1870, leaving civilisation frozen in a world of coal and steam, a resourceful young scientist named April — along with her talking cat Darwin — searches for her vanished parents. Along the way she uncovers a vast conspiracy that threatens what little remains of the natural world.",,LB Sci-Fi,,,,,
150,Bajrangi Bhaijaan,2015,Kabir Khan,Comedy,"Bajrangi, a devout and simple-hearted Hindu man in India, discovers a mute Pakistani girl who has become separated from her mother and stranded across the border. Against considerable political and logistical odds, he undertakes a dangerous journey to return her safely to her family in Pakistan.",,2010s Comedy,,,,,
151,Birdboy: The Forgotten Children,2015,"Alberto Vázquez, Pedro Rivero",Animation,"On a polluted island devastated by an industrial explosion, a group of young anthropomorphic animal-children attempt to flee their toxic, dysfunctional world in search of a better life beyond the sea. Based on Vázquez's graphic novel, the film blends dark fantasy with unflinching commentary on addiction, abandonment, and social neglect.",,LB Animated,,,,,
152,Bitter Lake,2015,Adam Curtis,Documentary,A BBC documentary assembling vast archives of previously unseen footage to trace the West's entanglement in Afghanistan from Roosevelt's 1945 meeting with Saudi King Ibn Saud through to the failed nation-building projects of the post-9/11 era. Curtis argues that the West's reliance on simplistic political narratives has consistently prevented it from understanding the true complexity of Afghan society and its conflicts.,,LB Documentary,,,,,
153,Cobain: Montage of Heck,2015,Brett Morgen,Documentary,"An authorised documentary portrait of Nirvana frontman Kurt Cobain, drawing on extensive personal archives including home movies, diaries, artwork, and previously unheard recordings. Produced with the co-operation of his daughter Frances Bean Cobain, it offers an intimate and unflinching account of Cobain's life from a troubled childhood through his rise to global fame.",,LB Documentary,,,,,
154,Don't Be Bad,2015,Claudio Caligari,Drama,"Set in a working-class Roman suburb in the mid-1990s, the film follows two lifelong friends caught between their identities as small-time drug dealers and their longing for love, stability, and redemption. Caligari's final film — completed and released posthumously — is a raw, compassionate portrait of men on the margins of Italian society.",,2010s Narrative,,,,,
155,Drishyam,2015,Nishikant Kamat,Mystery/Thriller,"Vijay Salgaonkar, a devoted family man and self-taught cable TV enthusiast, draws on his encyclopaedic knowledge of crime films to construct an elaborate alibi after his family becomes entangled in a tragic incident involving a powerful police officer's son. A remake of the 2013 Malayalam original, the film builds sustained tension through a cat-and-mouse confrontation between Vijay and an iron-willed investigating officer.",,LB Mystery,,,,,
156,Happy Hour,2015,Ryusuke Hamaguchi,Drama,"Four women in their late thirties in Kobe — long-standing friends — find their relationships upended by unexpected revelations about their desires, marriages, and inner lives over the course of several days. Shot with non-professional actors across 317 minutes, the film unfolds through extended, naturalistic conversations that function as a forensic study of female identity and social constraint in contemporary Japan.",,LB Underseen,,,,,
157,Heneral Luna,2015,Jerrold Tarog,Biography/Drama,"A biopic portraying General Antonio Luna, the fiercest and most strategically gifted military commander of the First Philippine Republic, as he fights a two-front war against both American colonial forces and treacherous political enemies within his own government during the Philippine-American War. The film depicts Luna as a brilliant but mercurial figure whose uncompromising nationalism ultimately made him as many enemies at home as abroad.",,LB Biographical,,,,,
158,Holding the Man,2015,Neil Armfield,Biography/Drama,"Based on Timothy Conigrave's celebrated memoir, the film follows the decades-long love story between Conigrave and football captain John Caleo, which began when they were teenagers at a Melbourne Catholic school in the 1970s. Their relationship endures through family opposition and the pressures of young adulthood before confronting the devastating toll of the AIDS crisis in the 1980s and 1990s.",,LB Biographical,,,,,
159,Human,2015,Yann Arthus-Bertrand,Documentary,"An expansive documentary combining spectacular aerial cinematography of landscapes across more than 60 countries with thousands of intimate first-person interviews gathered over three years on subjects ranging from love, war, and poverty to gender and mortality. The film seeks to capture the universal experiences and emotions that constitute what it means to be human.",,LB Documentary,,,,,
160,Ivy,2015,Tolga Karaçelik,Drama,"A Turkish drama in which a cargo ship crew find themselves abandoned at sea after their shipping company goes bankrupt, leaving the vessel without fuel, supplies, or any prospect of rescue. As resources dwindle and isolation deepens, the stranded crew must contend with mounting paranoia, desperation, and moral breakdown aboard the ship. Winner of Best Film at the Antalya Golden Orange Film Festival.",,2010s Narrative,,,,,
161,Kaili Blues,2015,Bi Gan,Mystery/Thriller,"In the remote Guizhou region of China, a doctor sets out on a journey to deliver a package and find his missing nephew, navigating a landscape saturated with memory and loss. Bi Gan's debut feature is distinguished by an extraordinary unbroken single-take sequence of over 40 minutes in which time, space, and narrative seem to dissolve into one another.",,LB Mystery,,,,,
162,Land of Mine,2015,Martin Zandvliet,War,"In the immediate aftermath of World War II, a group of young German POWs — many of them teenagers — are compelled by Danish authorities to clear the beaches of Jutland of the two million land mines planted during the German occupation. The film examines victors' justice and moral ambiguity through the reluctant, shifting relationship between the soldiers and their hardened Danish sergeant.",,LB War,,,,,
163,Little Forest: Winter/Spring,2015,Junichi Mori,Drama,"The sequel to the 2014 Summer/Autumn instalments, continuing the story of Ichiko, a young woman who has withdrawn from city life to her remote childhood home in the Tohoku region of Japan. The film follows her through the final two seasons as she works the land, prepares traditional food entirely from scratch, and quietly confronts the unresolved questions that brought her back.",,2010s Narrative,,,,,
164,"Liza, the Fox-Fairy",2015,Károly Ujj Mészáros,Romance,"Liza, a lonely Hungarian nurse devoted to Japanese pop culture, begins to suspect she may be a kitsune — a fox fairy who brings death to men who fall for her — as a string of suitors mysteriously perish in her vicinity. This darkly comic and visually inventive film blends fairy-tale surrealism with a melancholic search for love and self-acceptance.",,2010s Romance,,,,,
165,Long Way North,2015,Rémi Chayé,Animation,"Set in late-19th-century Russia, a young St. Petersburg aristocrat named Sacha defies her family's expectations and embarks on a gruelling journey to the Arctic to discover the fate of her celebrated explorer grandfather's lost ship. Rendered in a bold, outline-free hand-drawn style, the film is an adventure story rooted in determination and the tension between duty and individual will.",,2010s Animated,,,,,
166,Masaan,2015,Neeraj Ghaywan,Drama,"Set along the cremation ghats of Varanasi, the film interweaves two parallel stories: a young woman whose life collapses after a police raid turns a private moment into a public shame, and a Dalit man who falls in love across caste lines while working amid the pyres. Both narratives explore grief, stigma, and the tentative hope of escape with lyrical restraint.",,2010s Narrative,,,,,
167,"Monster High: Boo York, Boo York",2015,Dustin McKenzie,Musical,"The Monster High students travel to the monster metropolis of Boo York City to attend a gala tied to a rare comet's arrival, only to become entangled in a royal family's drama involving an arranged marriage and an ancient curse. A musical TV movie featuring original songs and the signature creature-character ensemble of the Mattel franchise.",,LB Musical,,,,,
168,Nise: The Heart of Madness,2015,Roberto Berliner,Drama,"A biographical drama about Dr. Nise da Silveira, a pioneering Brazilian psychiatrist who in 1944 refused to subject patients to electroconvulsive therapy and lobotomy at a Rio de Janeiro hospital, instead founding an art therapy program that produced paintings of international renown. The film dramatises her fierce battles against institutional resistance and her deep, unconventional relationships with her patients.",,2010s Narrative,,,,,
169,Our Little Sister,2015,Hirokazu Kore-eda,Drama,"Three adult sisters living in the seaside city of Kamakura travel to the countryside to attend their long-absent father's funeral, where they meet their teenage half-sister Suzu for the first time and impulsively invite her to come live with them. Adapted from Akimi Yoshida's manga Umimachi Diary, the film unfolds quietly across the seasons as the four women navigate family histories and forge new bonds.",,2010s Narrative,,,,,
170,Regular Show: The Movie,2015,J.G. Quintel,Sci-Fi,"Park groundskeepers Mordecai and Rigby discover that a reckless act from their school days has set in motion events that will destroy the universe, forcing them to travel back in time to undo the damage. They must confront a vengeful villain called Mordecai Prime who holds them personally responsible for ruining his life.",,LB Sci-Fi,,,,,
171,"Right Now, Wrong Then",2015,Hong Sang-soo,Drama,"A film director arrives a day early at a small Korean city for a screening and strikes up an afternoon acquaintance with a young painter. Hong Sang-soo tells the same encounter twice in succession, with small but consequential differences in honesty and self-revelation between the two versions producing radically different emotional outcomes.",,2010s Narrative,,,,,
172,Shaun the Sheep Movie,2015,"Mark Burton, Richard Starzak",Animation,"When Shaun the Sheep engineers a day off from the farm, a chain of mishaps results in the Farmer ending up in the big city with no memory of his old life. Shaun must lead the entire flock into the unfamiliar urban environment to bring him home before a relentless animal warden can intervene.",,2010s Animated,,,,,
173,Talvar,2015,Meghna Gulzar,Mystery/Thriller,"Based on the real 2008 Noida double murder case, the film presents multiple competing theories of the crime through the perspectives of different investigating agencies. Structured as a Rashomon-like procedural, it implicates inter-agency rivalry, media sensationalism, and institutional dysfunction in a real-life miscarriage of justice.",,LB Mystery,,,,,
174,Thani Oruvan,2015,Mohan Raja,Action,"A tenacious IPS officer becomes determined to dismantle a sophisticated criminal syndicate run from within the medical establishment by a highly educated, methodical villain who has never left evidence of his crimes. The film is structured as an intellectual duel between two equally formidable opponents operating in the grey zones of law, medicine, and power.",,LB Action,,,,,
175,The Anthem of the Heart,2015,Tatsuyuki Nagai,Animation,"As a child, Jun was told by a magical fairy that her thoughtless words caused her parents' divorce — so she sealed herself into silence. Years later, she is conscripted into a school community outreach musical, and must find a way to let her voice out again, discovering that singing bypasses the curse that speaking cannot.",,2010s Animated,,,,,
176,The Beauty Inside,2015,Baek Jong-yeol,Romance,"Woo-jin has spent his entire life waking each morning in a completely different body — different age, gender, and nationality — a secret he has always kept to protect others. When he falls deeply in love with furniture designer Yi-soo, he must confront whether any relationship can survive an identity that is physically unrecognisable from one day to the next.",,2010s Romance,,,,,
177,The Boy and the Beast,2015,Mamoru Hosoda,Action,"A lonely orphaned boy named Ren stumbles through a crack in Tokyo's Shibuya district into the hidden beast kingdom of Jutengai, where he becomes the unwilling apprentice of the powerful but boorish warrior Kumatetsu. As both master and student gradually transform each other, Ren must ultimately reconcile his two worlds before a darkness within him threatens to tear both apart.",,LB Action,,1,,,
178,The Case of Hana & Alice,2015,Shunji Iwai,Animation,"A rotoscope-animated prequel to Iwai's 2004 live-action film, following middle-schooler Alice as she transfers to a new school and becomes obsessed with solving a rumoured murder mystery surrounding a classmate named Yuda. Her investigation draws her to the reclusive Hana next door, and the story ultimately reveals how the two girls first became inseparable friends.",,LB Animated,,,,,
179,The Little Prince,2015,Mark Osborne,Animation,"A little girl living a rigidly scheduled life is drawn into the fantastical story told by her eccentric elderly neighbour, the Aviator — Antoine de Saint-Exupery's tale of a prince from a tiny planet who travels the universe seeking the meaning of friendship. The film wraps the classic novella inside an original contemporary frame narrative about imagination, growing up, and what adults risk losing.",,LB Animated,,,,,
180,The Peanuts Movie,2015,Steve Martino,Animation,"Charlie Brown is galvanised by the arrival of the new Little Red-Haired Girl and embarks on his most determined effort yet to overcome his self-doubt and impress her, while Snoopy concurrently conducts an epic aerial fantasy as the World War I Flying Ace pursuing the Red Baron. The Blue Sky Studios production translates the look and spirit of Charles Schulz's strip into CGI while honoring its hand-drawn aesthetic.",,LB Animated,,,,,
181,The Whispering Star,2015,Sion Sono,Sci-Fi,"Shot largely in black-and-white, a humanoid robot delivery worker drifts slowly through the cosmos on a spaceship, making personal deliveries to the scattered remnants of humanity on distant planets. Portions of the film were shot on location in the real Fukushima exclusion zone, lending the work an elegiac weight as a meditation on depopulation, the traces left by human life, and the passage of time.",,2010s Sci-Fi,,,,,
182,They Call Me Jeeg,2015,Gabriele Mainetti,Action,"A petty, antisocial Rome criminal accidentally exposes himself to radioactive waste in the Tiber River and develops extraordinary physical strength and resilience, initially exploiting his powers purely for personal gain. He is drawn into violent confrontation with a flamboyant and homicidal crime boss in this gritty Italian superhero origin story inspired by the classic manga Jeeg Robot d'Acciaio.",,2010s Action/Adv,,,,,
183,Visaranai,2015,Vetrimaaran,Crime,"Based on the memoir Lock Up by M. Chandrakumar, the film follows four Tamil migrant workers in Andhra Pradesh who are arbitrarily arrested and subjected to sustained, brutal police torture until they confess to crimes they did not commit. A searing procedural indictment of custodial abuse, caste-based impunity, and the systematic vulnerability of the poor within the Indian legal system.",,LB Crime,,,,,
