Rank,Title,Year,Director,Primary_Genre,Synopsis,Major_Awards,Key_Sources,Favorite,Watchlist,Rating,RatingTimestamp,RankOverride
210,The Shining,1980,Stanley Kubrick,Horror,A writer takes a winter caretaker job at an isolated hotel where supernatural forces and his own madness threaten his wife and psychic young son.,National Film Registry; BFI Sight & Sound poll; widely considered the greatest horror film ever made,BFI Sight & Sound; National Film Registry,,,,,
211,Videodrome,1983,David Cronenberg,Horror,A sleazy TV programmer discovers a broadcast signal that causes hallucinations and physical mutations blurring the line between media and flesh.,Genie Award; prescient meditation on media consumption and technology; cult classic and Cronenberg masterpiece,BFI; Genie Awards,,,,,
212,84 Charing Cross Road,1987,David Jones,Biography/Drama,A spirited New York writer and a proper London antiquarian bookseller conduct a twenty-year correspondence that becomes a heartfelt trans-Atlantic literary friendship in this graceful adaptation of Helene Hanff's beloved memoir.,,LB Biographical,,,,,
213,A Chinese Ghost Story,1987,Ching Siu-tung,Horror,A young tax collector sheltering in a haunted temple falls desperately in love with a female ghost enslaved by a tree demon and must fight to free her soul from the underworld in this ravishing Hong Kong supernatural romance.,,LB Horror,,,,,
214,A Visitor to a Museum,1989,Konstantin Lopushansky,Sci-Fi,A traveler makes a pilgrimage to a mysterious museum submerged under Soviet industrial water and encounters a community of mutants scraping survival from the ruins in this prophetic and visually astonishing Soviet science-fiction film.,,LB Sci-Fi,,,,,
215,Akira,1988,Katsuhiro Otomo,Animation,In a dystopian Neo-Tokyo a teenage biker gang member develops terrifying psychic powers that threaten to destroy the city in this landmark anime.,Revolutionized anime in the West; widely regarded as one of the greatest animated films; influenced decades of sci-fi and cyberpunk,BFI Sight & Sound; Empire Magazine,,,,,
216,Altered States,1980,Ken Russell,Sci-Fi,A scientist experimenting with sensory deprivation tanks and hallucinogenic drugs regresses to increasingly primitive states of consciousness in this Ken Russell spectacle that melds psychedelic experience with terrifying body horror.,,LB Sci-Fi,,,,,
217,American Pop,1981,Ralph Bakshi,Musical,Four generations of an immigrant Jewish family are woven through the entire history of American popular music from the turn of the century through the punk era in Ralph Bakshi's ambitious and visually inventive rotoscoped animated epic.,,LB Musical,,,,,
218,Angel Heart,1987,Alan Parker,Horror,An NYC private detective is hired by a mysterious man named Louis Cyphre to track down a missing singer in the Deep South in this atmospheric supernatural noir with a genuinely shocking climax.,,LB Horror,,,,,
219,Angel's Egg,1985,Mamoru Oshii,Animation,In a devastated and enigmatic post-apocalyptic landscape a young girl wanders alone fiercely protecting a giant egg until a stranger arrives and challenges its meaning in this masterwork of Japanese experimental animation by Mamoru Oshii.,,LB Animated,,,,,
220,Angst,1983,Gerald Kargl,Horror,A convicted killer is released from prison and immediately commits a terrifying home invasion against a family he encounters by chance in this relentlessly oppressive and formally daring Austrian psychological horror film.,,LB Horror,,,,,
221,Anguish,1987,Bigas Luna,Horror,A schizophrenic man under hypnotic control of his mother commits murders in a movie theater while inside a real theater the very film he is watching is causing someone else to commit murders in this breathtakingly self-referential Spanish horror.,,LB Horror,,,,,
222,Barefoot Gen,1983,Mori Masaki,War,The atomic bombing of Hiroshima in August 1945 is experienced through the eyes of six-year-old Gen whose family is obliterated in this harrowing and unflinching Japanese animated adaptation of Keiji Nakazawa's autobiographical manga.,,LB War,,,,,
223,"Bashu, the Little Stranger",1989,Bahram Beizai,Drama,A young boy from the south of Iran traumatized by the Iran-Iraq War flees north and is taken in by a resilient rural woman whose family and community resist his alien presence in this quietly powerful and humanistic Iranian film.,,LB Underseen,,,,,
224,Bianca,1984,Nanni Moretti,Mystery/Thriller,A high school teacher with a secret obsessive need to correct the immoral behavior of his neighbors becomes dangerously consumed by their lives in this dark and quietly disturbing Nanni Moretti portrait of bourgeois repression.,,LB Mystery,,,,,
225,Blood,1989,Pedro Costa,Mystery/Thriller,"Two brothers, Vicente and Nino, struggle to survive in a poverty-stricken Lisbon neighbourhood after their father's death, as their uncle tries to claim custody of Nino and debt collectors close in.",,LB Mystery,,,,,
226,Blood Wedding,1981,Carlos Saura,Musical,"Antonio Gades's flamenco company perform García Lorca's tragedy of forbidden love, blood feud, and fate in this spare and stunning filmed stage work that reduces the play to pure dance, music, and elemental emotion.",,LB Musical,,,,,
227,"Blue Mountains, or Unbelievable Story",1983,Eldar Shengelaia,Drama,The employees of a Soviet publishing house become so consumed with petty self-interest that they fail to notice the building literally crumbling around them in this brilliant Georgian satire of Soviet bureaucracy and collective indifference.,,LB Underseen,,,,,
228,Body Double,1984,Brian De Palma,Mystery/Thriller,An unemployed actor housesitting a Hollywood mansion becomes obsessed with a neighbor he watches through a telescope and is drawn into a violent conspiracy in De Palma's gleefully provocative and self-aware Hitchcock homage.,,LB Mystery,,,,,
229,Born in Flames,1983,Lizzie Borden,Sci-Fi,Ten years after a peaceful American socialist revolution women of color and radicals organize guerrilla media networks and direct action to fight the persistent racism and sexism of the supposedly progressive new order.,,LB Sci-Fi,,,,,
230,Breaker Morant,1980,Bruce Beresford,Biography/Drama,Three Australian officers are court-martialled for the execution of Boer prisoners during the Boer War in a military tribunal that functions as much as a political sacrifice to smooth colonial diplomacy as a genuine search for justice.,,LB Biographical,,,,,
231,Burden of Dreams,1982,Les Blank,Documentary,Les Blank documents the chaotic and nightmarish Amazon production of Herzog's Fitzcarraldo where the director's obsessive insistence on hauling a real steamship over a real mountain brings the production to the edge of total collapse.,,LB Documentary,,,,,
232,Castle in the Sky,1986,Hayao Miyazaki,Sci-Fi,A flying girl descends from the sky and a young miner must protect her from pirates and government agents as they search for a legendary floating island in this soaring and exhilaratingly inventive Miyazaki adventure.,,LB Sci-Fi,,,,,
233,Casualties of War,1989,Brian De Palma,War,A young American soldier is horrified when his sergeant orders the abduction and gang rape of a Vietnamese girl and must choose between loyalty to his unit and his own moral conscience in this searing De Palma Vietnam film.,,LB War,,,,,
234,Celia,1989,Ann Turner,Horror,A nine-year-old Australian girl clings to her forbidden pet rabbit and retreats into increasingly dark fantasy as the Red Scare of 1952 destroys her family's community in this striking and deeply unsettling psychological debut by Ann Turner.,,LB Horror,,,,,
235,Chan Is Missing,1982,Wayne Wang,Mystery/Thriller,Two Chinese-American cab drivers in San Francisco search for their missing business partner through the neighborhoods of Chinatown in this landmark first feature directed by an Asian American and a founding text of Asian-American cinema.,,LB Mystery,,,,,
236,Christiane F.,1981,Uli Edel,Biography/Drama,A thirteen-year-old West Berlin girl descends into heroin addiction and prostitution around the drug scene of Zoo Station in this unflinching adaptation of a real teenager's account of surviving the Berlin underworld.,,LB Biographical,,,,,
237,City on Fire,1987,Ringo Lam,Action,An undercover Hong Kong cop infiltrates a gang of jewel thieves but forms a genuine bond with the thieves' leader in this propulsive crime film that served as a key visual and thematic source for Reservoir Dogs.,,LB Action,,,,,
238,Coal Miner's Daughter,1980,Michael Apted,Biography/Drama,The true story of country music legend Loretta Lynn traces her rise from hardscrabble poverty in rural Kentucky through her stormy marriage and her journey to become the queen of country music with a tour-de-force performance by Sissy Spacek.,,LB Biographical,,,,,
239,Damnation,1988,Béla Tarr,Crime,A man obsessed with a married bar singer in a desolate Hungarian industrial town endlessly circling mud-soaked streets and rain-spattered bars becomes the foundation for Béla Tarr's signature long-take monochrome style.,,LB Crime,,,,,
240,Day of the Dead,1985,George A. Romero,Horror,A small group of soldiers and scientists shelter in an underground bunker as a zombie apocalypse rages above and the conflict between military brutality and scientific experimentation on the undead drives the survivors toward catastrophe.,,LB Horror,,,,,
241,Dead Man's Letters,1986,Konstantin Lopushansky,Sci-Fi,After a nuclear war a man lives in the ruins of a museum and writes letters to his dead son while caring for radiation victims gathering around him in this poetic and devastating Soviet post-apocalyptic film by Konstantin Lopushansky.,,LB Sci-Fi,,,,,
242,Dead Ringers,1988,David Cronenberg,Horror,Identical twin gynecologists become dangerously indistinguishable to their patients and eventually themselves as one descends into drug addiction and slowly drags his brother into oblivion in Cronenberg's most disturbing meditation on identity and bodily horror.,,LB Horror,,,,,
243,Death of Yazdgerd,1982,Bahram Beizai,Drama,On the night of the murder of the last Sassanid Persian king a miller's family is accused of sheltering the emperor and subjected to brutal interrogation in this dense Brechtian Iranian film by Bahram Beizai.,,LB Underseen,,,,,
244,Down by Law,1986,Jim Jarmusch,Comedy,Three misfits thrown together in a New Orleans jail break out and wander through the Louisiana bayou in this deadpan existential comedy.,One of the defining American independent films of the 1980s; Jim Jarmusch landmark; Tom Waits and Roberto Benigni star,Independent cinema landmark,,,,,
245,Dressed to Kill,1980,Brian De Palma,Horror,A sexually frustrated housewife is murdered in an elevator and the killer then targets the call girl who witnessed the killing in De Palma's relentlessly stylish Hitchcock homage that divided critics with its ferocious provocation.,,LB Horror,,,,,
246,Duel to the Death,1983,Ching Siu-tung,Action,"The greatest swordsmen of China and Japan meet for a legendary duel that becomes entangled with espionage, ninja assassins, and supernatural forces in this extraordinary and inventive wuxia spectacular.",,LB Action,,,,,
247,Eastern Condors,1987,Sammo Hung,War,A group of Vietnamese-American criminals are recruited on a suicide mission to destroy a secret ammunition dump in post-war Vietnam in this spectacularly choreographed Hong Kong action film by Sammo Hung.,,LB War,,,,,
248,El amor brujo,1986,Carlos Saura,Musical,Spain's finest flamenco company perform Carlos Saura's cinematic staging of Manuel de Falla's ballet about a young gypsy woman haunted by the possessive ghost of her murdered first husband in this third in Saura's acclaimed flamenco trilogy.,,LB Musical,,,,,
249,El Keif,1985,Ali Abdel Khalek,Crime,"An Egyptian chemist creates a harmless hashish substitute to wean his addicted brother off drugs, but the cunning scheme is hijacked by criminal drug traffickers, drawing both brothers into a dangerous spiral of deception and crime.",,LB Crime,,,,,
250,El Sur,1983,Victor Erice,Drama,A young girl in Franco's Spain idolizes her enigmatic father and slowly senses the hidden sadness of the southern life he has permanently left behind in Victor Erice's achingly beautiful and incomplete fragment about memory and paternal mystery.,,LB Underseen,,,,,
251,Elvira: Mistress of the Dark,1988,James Signorelli,Horror,"TV horror hostess Elvira inherits a creepy mansion in the conservative New England town of Fallwell Massachusetts in this gleefully campy comedy that revels in double entendres, monster suits, and cheerful bad taste.",,LB Horror,,,,,
252,Encounters of the Spooky Kind,1980,Sammo Hung,Horror,A foolhardy man is manipulated into spending the night in a haunted house by his cuckolding wife and her lover leading to frantic encounters with black magic and hopping vampires in this seminal Sammo Hung blend of horror and slapstick comedy.,,LB Horror,,,,,
253,Escape from New York,1981,John Carpenter,Sci-Fi,In a dystopian future Manhattan is a maximum-security prison and a lone anti-hero must rescue the President who has crash-landed inside.,Cult classic; $25M domestic on $6M budget; Kurt Russell as Snake Plissken became iconic; John Carpenter landmark,Box Office Mojo,,,,,
254,For All Mankind,1989,Al Reinert,Documentary,NASA's Apollo lunar mission footage is assembled with astronaut oral histories and Brian Eno's haunting score into the definitive cinematic record of humanity's most extraordinary collective achievement.,,LB Documentary,,,,,
255,Garlic Is as Good as Ten Mothers,1980,Les Blank,Documentary,Les Blank surveys the glorious world of garlic culture through California's annual Gilroy Garlic Festival in this exuberant short documentary celebrating the pleasures of cooking and the stinking rose.,,LB Documentary,,,,,
256,Golden Eighties,1986,Chantal Akerman,Musical,"The employees and customers of a Brussels shopping arcade sing, flirt, and scheme in this stylized and witty Chantal Akerman musical comedy that transforms the consumer spaces of the 1980s into surprisingly tender spectacle.",,LB Musical,,,,,
257,"Good Morning, Vietnam",1987,Barry Levinson,War,An irreverent and anarchic DJ assigned to Armed Forces Radio in 1965 Saigon becomes a sensation among the troops while the escalating reality of the Vietnam War slowly seeps into his life and performances.,,LB War,,,,,
258,Hachiko,1987,Seijiro Koyama,Biography/Drama,The true story of the loyal Akita dog who returned to Shibuya station every evening to wait for his beloved owner for nearly a decade after the man's sudden death in this moving Japanese biographical film.,,LB Biographical,,,,,
259,Heart of a Dog,1988,Vladimir Bortko,Sci-Fi,A Moscow professor's surgical implant of a dead man's glands into a stray dog produces a crude and politically connected human being in Vladimir Bortko's sharp and acclaimed Soviet TV adaptation of Bulgakov's banned satirical novella.,,LB Sci-Fi,,,,,
260,Heaven's Gate,1980,Michael Cimino,Biography/Drama,A class war erupts in 1890s Wyoming between established cattle barons and newly arrived immigrant settlers as an idealistic Harvard graduate watches the country he believed in devour itself in this epic and misconceived revisionist Western.,,LB Biographical,,,,,
261,Henry V,1989,Kenneth Branagh,Biography/Drama,Shakespeare's warrior king leads a battered English army to a decisive victory against overwhelming odds at Agincourt in Kenneth Branagh's triumphant directorial debut that reinvented Shakespeare for a generation raised on cinema.,,LB Biographical,,,,,
262,Homework,1989,Abbas Kiarostami,Documentary,Kiarostami films intimate conversations with elementary school boys about their homework habits revealing with touching humanity and startling statistical precision the difficulty of studying in crowded Iranian households.,,LB Documentary,,,,,
263,In a Glass Cage,1986,Agustí Villaronga,Horror,A former Nazi doctor paralyzed after a failed suicide is kept alive in an iron lung until a young man claiming to be one of his victims arrives and begins methodically reenacting the doctor's crimes in this extremely disturbing Spanish horror.,,LB Horror,,,,,
264,Jaane Bhi Do Yaaro,1983,Kundan Shah,Crime,Two struggling photographers accidentally film a corrupt murder and find themselves enmeshed in a conspiracy of venal politicians and crooked property developers in this beloved Indian black comedy widely considered the greatest Indian satire ever made.,,LB Crime,,,,,
265,Jane B. by Agnès V.,1988,Agnès Varda,Documentary,"Agnès Varda's playful and probing portrait of actress Jane Birkin allows Birkin to reinvent herself through elaborate fantasy scenarios while serving as a witty meditation on femininity, moviemaking, and the nature of female friendship.",,LB Documentary,,,,,
266,Kagero-za,1981,Seijun Suzuki,Mystery/Thriller,"A Taisho-era playwright is drawn into an erotic obsession with a patron's mysterious wife and a story that refuses to distinguish between theater, dream, and reality in Seijun Suzuki's gorgeously surreal oneiric masterpiece.",,LB Mystery,,,,,
267,Kin-dza-dza!,1986,Georgi Daneliya,Sci-Fi,"Two Soviet men accidentally teleported to a dying desert planet discover that survival depends on bells and trouser color in this beloved Soviet science-fiction comedy about power, degradation, and the resilience of human dignity.",,LB Sci-Fi,,,,,
268,Kireedam,1989,Sibi Malayil,Drama,A police officer struggles with guilt and moral burden after his reformed father is sent to prison through a miscarriage of justice in this acclaimed and emotionally devastating Malayalam drama by Sibi Malayil.,,LB Underseen,,,,,
269,Kisapmata,1981,Mike de Leon,Crime,A tyrannical Filipino patriarch controls every aspect of his daughter's life with terrifying possessive obsession even after her marriage in this suffocating domestic horror film considered one of the greatest Philippine films ever made.,,LB Crime,,,,,
270,L'Argent,1983,Robert Bresson,Crime,A forged banknote passed among characters gradually destroys the life of an innocent delivery man who is imprisoned and emerges transformed into terrible violence in Bresson's final film and one of cinema's most severe and formally perfect works.,,LB Crime,,,,,
271,La Bamba,1987,Luis Valdez,Musical,"The brief meteoric life of Ritchie Valens the young Mexican-American rock-and-roll pioneer who died aged seventeen in the same 1959 plane crash that killed Buddy Holly is told with warmth, music, and family feeling.",,LB Musical,,,,,
272,Landscape Suicide,1986,James Benning,Crime,Experimental filmmaker James Benning intercuts two long-form reenactments of murder confessions from Bernadette Protti and an account drawn from Ed Gein's crimes with static images of American landscape in this radically stripped-down documentary.,,LB Crime,,,,,
273,Le Pont du Nord,1981,Jacques Rivette,Mystery/Thriller,Two women form an uneasy friendship and traverse Paris following a map carved on the city's fountains in what seems to be a real or imaginary game in Jacques Rivette's enigmatic and playful final film of his 1970s cycle.,,LB Mystery,,,,,
274,Leila and the Wolves,1984,Heiny Srour,Drama,A woman travels through time witnessing and joining Palestinian and Lebanese women's resistance against colonial occupation and civil war in this remarkable experimental documentary-fiction hybrid of deep political passion.,,LB Underseen,,,,,
275,Let's Get Lost,1988,Bruce Weber,Documentary,"Bruce Weber's black-and-white portrait of jazz trumpeter Chet Baker intercuts images of his charismatic youth with footage of his ravaged later years creating a film as much about myth, beauty, and self-destruction as about music.",,LB Documentary,,,,,
276,Lion of the Desert,1980,Moustapha Akkad,Biography/Drama,Libyan guerrilla leader Omar Mukhtar wages a decades-long resistance against Mussolini's brutal Italian occupation of Libya in this epic historical drama with Anthony Quinn delivering a towering and dignity-filled performance.,,LB Biographical,,,,,
277,Macross: Do You Remember Love?,1984,Shoji Kawamori and Noboru Ishiguro,Sci-Fi,"Humans, giants, and female alien warriors battle for survival in outer space while a love triangle among three key figures determines the fate of three civilizations in this theatrical retelling that elevated the Macross franchise to landmark status.",,LB Sci-Fi,,,,,
278,Mad Max 2,1981,George Miller,Sci-Fi,A laconic lone drifter reluctantly helps a community of petrol-producing survivors defend themselves against a brutal motorcycle gang in this extraordinarily visceral and seminal Australian action film that redefined post-apocalyptic cinema.,,LB Sci-Fi,,,,,
279,Man Facing Southeast,1986,Eliseo Subiela,Sci-Fi,A psychiatrist at a Buenos Aires hospital is increasingly disturbed by a patient who calmly claims to be an alien observer sent to study humanity and whose increasingly difficult-to-dismiss claims draw the doctor to dangerous sympathies.,,LB Sci-Fi,,,,,
280,Matewan,1987,John Sayles,Drama,"A labor organizer arrives in a West Virginia mining town in 1920 to help Black, white, and Italian immigrant miners unite against the Stone Mountain Coal Company in a story of solidarity, betrayal, and violence based on actual events.",,LB Underseen,,,,,
281,Mauvais Sang,1986,Leos Carax,Sci-Fi,"Three people plan an audacious heist involving a rare virus-laden serum in this visually intoxicating Leos Carax film stitching together film noir, Godard homage, Denis Lavant's explosive dancing, and aching adolescent longing.",,LB Sci-Fi,,,,,
282,"Merry Christmas, Mr. Lawrence",1983,Nagisa Oshima,War,"The complex and suppressed relationship between a British prisoner of war and his Japanese commandant in a World War II prison camp becomes a meditation on honor, repressed desire, and the clash of Eastern and Western codes of masculinity.",,LB War,,,,,
283,Midnight Run,1988,Martin Brest,Action,"A by-the-book bail bondsman must transport a mob accountant cross-country by bus, train, and foot while evading the FBI, rival bounty hunters, and the mob itself in this supremely crafted buddy comedy with Robert De Niro and Charles Grodin.",,LB Action,,,,,
284,Miracle Mile,1988,Steve De Jarnatt,Sci-Fi,A man answers a ringing payphone at 4am and hears a panicked soldier warning that a nuclear strike will hit Los Angeles in seventy minutes and must decide whether the call is real while desperately searching for the woman he just met.,,LB Sci-Fi,,,,,
285,Mobile Suit Gundam: Char's Counterattack,1988,Yoshiyuki Tomino,Sci-Fi,The final confrontation between rival pilots Amuro Ray and Char Aznable climaxes as Char attempts to drop an asteroid on Earth to force humanity to evolve in this operatic conclusion to the original Gundam saga.,,LB Sci-Fi,,,,,
286,Monty Python's The Meaning of Life,1983,Terry Jones,Musical,"The Monty Python team examines the major stages of human existence from birth through death and beyond in a series of increasingly blasphemous, grotesque, and brilliantly designed sketches culminating in the Mr. Creosote sequence.",,LB Musical,,,,,
287,Moral,1982,Marilou Diaz-Abaya,Drama,"Four young Filipino women navigate marriage, abortion, marital rape, sexuality, and political activism across several years after graduating university in this landmark feminist drama set in the Martial Law-era Philippines.",,LB Underseen,,,,,
288,Mr. Vampire,1985,Ricky Lau,Horror,A Taoist priest and his bumbling apprentices must handle the corpse of a newly dead man that threatens to become a jiangshi hopping vampire in this milestone Hong Kong horror comedy that founded and defined an entire subgenre.,,LB Horror,,,,,
289,Mur Murs,1981,Agnès Varda,Documentary,Agnès Varda documents Los Angeles's extraordinary mural tradition as a window into the city's diverse communities in this rich and playful documentary exploring the relationship between public art and lived experience in California.,,LB Documentary,,,,,
290,My Dinner with Andre,1981,Louis Malle,Drama,Two friends share a long dinner conversation that ranges from profound philosophical reflections to deeply personal confessions about life and art.,One of the most influential conversational films ever made; widely parodied and referenced; Independent cinema landmark,National Film Registry consideration,,,,,
291,Nayakan,1987,Mani Ratnam,Drama,Loosely based on real Mumbai crime boss Varadarajan Mudaliar this Tamil epic follows a man who flees to Bombay after killing his father's murderer and rises to become a beloved crime lord and community protector in Mani Ratnam's magisterial film.,,LB Underseen,,,,,
292,Neo Tokyo,1987,Rintaro and Yoshiaki Kawajiri and Katsuhiro Otomo,Sci-Fi,"Three avant-garde animators – Rintaro, Yoshiaki Kawajiri, and Katsuhiro Otomo – each contribute a visually explosive short to this anthology exploring racing with death, corrupt mechanical circuses, and a youth with terrifying powers.",,LB Sci-Fi,,,,,
293,Night on the Galactic Railroad,1985,Gisaburo Sugii,Animation,"A lonely Japanese boy boards a mysterious train that carries him across an animated galaxy of stars and constellations discovering the meaning of life, friendship, and death in this beautiful and melancholy adaptation of Kenji Miyazawa's beloved novel.",,LB Animated,,,,,
294,Nostos: The Return,1989,Franco Piavoli,Drama,A traveler returns to a landscape of ruined villas and misty northern Italian waterways in this Odyssey-inspired film by Franco Piavoli that works almost without dialogue through pure elemental imagery and the rhythm of nature.,,LB Underseen,,,,,
295,"O-Bi, O-Ba: The End of Civilization",1985,Piotr Szulkin,Sci-Fi,Survivors of nuclear war huddle underground waiting for an ark promised to ferry them to safety which may exist only as a collective myth necessary for survival in this devastating Polish post-apocalyptic parable by Piotr Szulkin.,,LB Sci-Fi,,,,,
296,On the Silver Globe,1988,Andrzej Zulawski,Sci-Fi,Cosmonauts crashing on a distant planet found a new civilization whose descendants face the religious structures their ancestors created in Andrzej Zulawski's extraordinary unfinished science-fiction epic released with narrated bridges for missing footage.,,LB Sci-Fi,,,,,
297,Opera,1987,Dario Argento,Horror,A young soprano performing Macbeth receives anonymous love letters from a maniac who forces her to watch while he murders people close to her in Argento's most technically dazzling combination of giallo violence and operatic grandeur.,,LB Horror,,,,,
298,Patlabor: The Movie,1989,Mamoru Oshii,Sci-Fi,Tokyo police detectives investigate mysterious suicides connected to a major software project while piloted labor robots are used citywide for infrastructure work in this thoughtful and elegantly paced science-fiction mystery by Mamoru Oshii.,,LB Sci-Fi,,,,,
299,Peking Opera Blues,1986,Tsui Hark,Action,"Three women from wildly different backgrounds form an unlikely alliance during the chaotic warlord period of 1913 China in this dazzling Tsui Hark blend of physical comedy, political intrigue, and bittersweet romantic feeling.",,LB Action,,,,,
300,Phenomena,1985,Dario Argento,Horror,A young girl with the ability to communicate telepathically with insects investigates a series of brutal murders near her Swiss boarding school with the help of an entomologist and his chimpanzee in this exuberant Argento spectacle.,,LB Horror,,,,,
301,Poison for the Fairies,1986,Carlos Enrique Taboada,Horror,Two little girls form an intense friendship but one is obsessed with witchcraft and masterfully manipulates the other into taking increasingly dark and dangerous steps in this eerie and distinctive Mexican psychological horror film.,,LB Horror,,,,,
302,Police Story,1985,Jackie Chan,Action,A Hong Kong supercop protecting a drug lord's secretary escalates through a spectacular series of physical set-pieces as his personal life collapses and the film ends with one of cinema's most extraordinary shopping mall showdowns.,,LB Action,,,,,
303,Possession,1981,Andrzej Zulawski,Horror,A couple's marriage catastrophically disintegrates in a divided Berlin as the husband discovers his wife is conducting a monstrous affair with something inhuman in Andrzej Zulawski's operatic horror about the annihilating violence of love's end.,,LB Horror,,,,,
304,Prince: Sign 'o' the Times,1987,Prince,Documentary,Prince performs songs from his landmark double album in this concert film integrated with short dramatic sequences featuring Sheena Easton and Sheila E in a definitive document of the artist at the absolute peak of his creative powers.,,LB Documentary,,,,,
305,Roots,1987,Guguli Mgeladze,Drama,"A young Georgian peasant who emigrated to Paris in 1917 builds a life in France but never loses his love for his homeland, a longing he passes on to his grandson, who ultimately fulfils his grandfather's dying wish to have his ashes returned to Georgia.",,LB Underseen,,,,,
306,Rouge,1987,Stanley Kwan,Mystery/Thriller,"A legendary courtesan from 1930s Hong Kong appears as a ghost in the present day searching for the lover with whom she made a suicide pact in Stanley Kwan's ravishing supernatural romance about memory, fidelity, and the passage of time.",,LB Mystery,,,,,
307,Royal Space Force - The Wings of Honneamise,1987,Hiroyuki Yamaga,Sci-Fi,An aimless young man in an alternate world's struggling space program decides to become his civilization's first astronaut in this astonishingly ambitious Gainax debut feature that builds an entire alternate world in service of a profoundly humanistic story.,,LB Sci-Fi,,,,,
308,Running on Empty,1988,Sidney Lumet,Crime,Two teenage sons of radical fugitives living permanently on the run from the FBI must choose between the life their parents have given them and a future of their own in this Sidney Lumet drama featuring River Phoenix's most widely celebrated performance.,,LB Crime,,,,,
309,Santa Sangre,1989,Alejandro Jodorowsky,Horror,A young circus performer escapes from a mental asylum and rejoins his armless cult-leader mother who uses his arms as her own to commit murders in Alejandro Jodorowsky's most visually overwhelming and psychologically layered surrealist masterwork.,,LB Horror,,,,,
310,Sherman's March,1985,Ross McElwee,Documentary,Documentary filmmaker Ross McElwee sets out to trace Sherman's Civil War march through the South but becomes instead an obsessive self-portrait of himself endlessly failing at love while encountering a gallery of remarkable Southern women.,,LB Documentary,,,,,
311,Space Runaway Ideon: Be Invoked,1982,Yoshiyuki Tomino,Drama,"The crew of the alien mecha Ideon faces total annihilation in Yoshiyuki Tomino's apocalyptic theatrical finale to his most despairing science-fiction series, ending with the literal extinction of all human and alien life.",,LB Underseen,,,,,
312,Star Trek IV: The Voyage Home,1986,Leonard Nimoy,Sci-Fi,Kirk and crew travel back in time to 1980s San Francisco to bring two humpback whales to the 23rd century to answer an alien probe threatening Earth in the most beloved and crowd-pleasing of all the Star Trek feature films.,,LB Sci-Fi,,,,,
313,Streetwise,1984,Martin Bell,Documentary,"A group of homeless teenagers hustling, panhandling, and surviving on the streets of Seattle give raw and compassionate testimony in this extraordinary vérité documentary about children utterly abandoned by American society.",,LB Documentary,,,,,
314,Style Wars,1983,Tony Silver and Henry Chalfant,Documentary,New York subway graffiti writers compete for fame and develop their art while the transit authority wages war to eradicate their work in this definitive documentary record of the visual culture that launched from hip-hop's earliest years.,,LB Documentary,,,,,
315,"Tangos, the Exile of Gardel",1985,Fernando E. Solanas,Musical,Argentine political exiles in Paris attempt to stage a tango show about their displacement while grieving for their lost country and mourning the spirit of Carlos Gardel in Fernando Solanas's bittersweet elegy on cultural exile.,,LB Musical,,,,,
316,Tenebre,1982,Dario Argento,Horror,A successful American crime novelist visiting Rome discovers that his newest book is inspiring a real serial killer who targets people connected to the author in this supremely crafted Argento film that deconstructs its own giallo genre.,,LB Horror,,,,,
317,Tetsuo: The Iron Man,1989,Shinya Tsukamoto,Sci-Fi,A Japanese businessman begins transforming into a hybrid of flesh and metal in this intensely energetic black-and-white Japanese cyberpunk horror film shot in a relentless industrial assault style by Shinya Tsukamoto.,,LB Sci-Fi,,,,,
318,The 4th Man,1983,Paul Verhoeven,Mystery/Thriller,A bisexual Dutch writer becomes dangerously obsessed with a seductive widow and suspects she may have murdered her previous three husbands in this visually extravagant Paul Verhoeven erotic thriller shot through with Catholic guilt and dark humor.,,LB Mystery,,,,,
319,The 8 Diagram Pole Fighter,1984,Lau Kar-leung,Action,Five sons of a betrayed general are massacred in a Mongol ambush and the surviving son joins a Buddhist monastery where he perfects the pole fighting style needed to eventually avenge his family's annihilation in this classic Shaw Brothers epic.,,LB Action,,,,,
320,The Big Red One,1980,Samuel Fuller,War,"A hardened World War II sergeant leads his four-man squad of infantrymen from North Africa through Sicily, France, Belgium, and Czechoslovakia in Samuel Fuller's deeply personal and autobiographical account of war at ground level.",,LB War,,,,,
321,The Blob,1988,Chuck Russell,Horror,A gelatinous alien organism arrives in a small California town and begins dissolving every human being it touches while a rebellious young woman and a motorcycle-riding outsider try desperately to stop its spread in this energetic and gory remake.,,LB Horror,,,,,
322,The Boxer's Omen,1983,Chih-Hung Kuei,Horror,A Hong Kong man travels to Thailand after his champion boxer brother is paralyzed and finds himself entangled with black magic monks and demonic priests in this spectacularly grotesque Shaw Brothers supernatural horror film.,,LB Horror,,,,,
323,The Dark Crystal,1982,Jim Henson and Frank Oz,Fantasy,A young Gelfling embarks on a quest to restore a powerful crystal and heal his world in this ambitious all-puppet dark fantasy.,Jim Henson's most ambitious puppet film; Saturn Award nom; cult classic; groundbreaking creature design,Saturn Awards,,,,,
324,The Emperor's Naked Army Marches On,1987,Kazuo Hara,Documentary,An obsessive aging veteran confronts his former commanding officers one by one demanding they account for the death and alleged cannibalism of his unit comrades in wartime New Guinea in this remarkable and deeply unsettling Japanese confrontational documentary.,,LB Documentary,,,,,
